DATA INICIAL;DATA FINAL;REGIÃO;ESTADO;MUNICÍPIO;PRODUTO;NÚMERO DE POSTOS PESQUISADOS;UNIDADE DE MEDIDA;PREÇO MÉDIO REVENDA;DESVIO PADRÃO REVENDA;PREÇO MÍNIMO REVENDA;PREÇO MÁXIMO REVENDA;MARGEM MÉDIA REVENDA;COEF DE VARIAÇÃO REVENDA
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;RIBEIRAO PIRES;GLP;12;R$/13kg;85,897;6,129;75;93;-;0,071
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;RIBEIRAO PRETO;GLP;21;R$/13kg;86,565;4,053;80;98;-;0,047
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;RIO BONITO;GLP;3;R$/13kg;69,997;0,006;69,99;70;-;0
18/04/2021;24/04/2021;NORTE;ACRE;RIO BRANCO;GLP;23;R$/13kg;100,978;2,765;97;109;-;0,027
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;RIO CLARO;GLP;6;R$/13kg;83,333;2,066;80;86;-;0,025
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;RIO DE JANEIRO;GLP;36;R$/13kg;75,774;3,449;69,99;80;-;0,046
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;RIO GRANDE;GLP;5;R$/13kg;81,398;2,511;79;85;-;0,031
18/04/2021;24/04/2021;CENTRO OESTE;GOIAS;RIO VERDE;GLP;11;R$/13kg;101,364;5,954;95;110;-;0,059
18/04/2021;24/04/2021;CENTRO OESTE;MATO GROSSO;RONDONOPOLIS;GLP;9;R$/13kg;107,222;5,069;100;115;-;0,047
18/04/2021;24/04/2021;NORDESTE;BAHIA;SALVADOR;GLP;26;R$/13kg;79,728;4,285;71;86;-;0,054
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;SANTA BARBARA D'OESTE;GLP;13;R$/13kg;77,691;2,531;74,99;82;-;0,033
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;SANTO ANDRE;GLP;15;R$/13kg;80,39;3,458;75,99;88;-;0,043
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;SAO BERNARDO DO CAMPO;GLP;10;R$/13kg;86,985;3,814;79,99;92,99;-;0,044
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;SAO CAETANO DO SUL;GLP;6;R$/13kg;86,665;2,579;85;90;-;0,03
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;SAO CARLOS;GLP;11;R$/13kg;90,289;4,95;82;98,5;-;0,055
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;SAO GONCALO;GLP;8;R$/13kg;78,996;5,505;73;87;-;0,07
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;SAO JOAO DA BOA VISTA;GLP;9;R$/13kg;85;0;85;85;-;0
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;SAO JOAO DE MERITI;GLP;6;R$/13kg;74,663;2,336;70;76;-;0,031
18/04/2021;24/04/2021;SUL;SANTA CATARINA;SAO JOSE;GLP;1;R$/13kg;93;0;93;93;-;0
18/04/2021;24/04/2021;NORDESTE;MARANHAO;SAO JOSE DE RIBAMAR;GLP;6;R$/13kg;83,323;2,582;79,99;84,99;-;0,031
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;SAO JOSE DO RIO PRETO;GLP;20;R$/13kg;85,947;5,998;77,99;98;-;0,07
18/04/2021;24/04/2021;SUL;PARANA;SAO JOSE DOS PINHAIS;GLP;10;R$/13kg;82,28;2,418;79,9;85;-;0,029
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;SAO LEOPOLDO;GLP;7;R$/13kg;76,414;1,379;74;78;-;0,018
18/04/2021;24/04/2021;NORDESTE;MARANHAO;SAO LUIS;GLP;16;R$/13kg;84,678;1,25;79,99;84,99;-;0,015
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;SAO PAULO;GLP;35;R$/13kg;82,904;3,938;74,97;88,8;-;0,048
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;SAPUCAIA DO SUL;GLP;19;R$/13kg;79,104;3,215;73,99;85;-;0,041
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;SAQUAREMA;GLP;5;R$/13kg;71,994;2,916;69;76;-;0,041
18/04/2021;24/04/2021;SUDESTE;ESPIRITO SANTO;SERRA;GLP;21;R$/13kg;84,761;1,922;79,99;90;-;0,023
18/04/2021;24/04/2021;SUDESTE;MINAS GERAIS;SETE LAGOAS;GLP;12;R$/13kg;85,575;3,171;80;90;-;0,037
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;SUMARE;GLP;8;R$/13kg;84,371;4,959;79,99;90;-;0,059
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;SUZANO;GLP;8;R$/13kg;82,241;2,867;77,99;85;-;0,035
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;TABOAO DA SERRA;GLP;6;R$/13kg;87,492;4,184;79,99;90;-;0,048
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;TAUBATE;GLP;7;R$/13kg;80,429;2,299;78;83;-;0,029
18/04/2021;24/04/2021;SUDESTE;MINAS GERAIS;TEOFILO OTONI;GLP;11;R$/13kg;92,727;1,421;90;96;-;0,015
18/04/2021;24/04/2021;NORDESTE;PIAUI;TERESINA;GLP;27;R$/13kg;87,591;3,213;80;90;-;0,037
18/04/2021;24/04/2021;CENTRO OESTE;GOIAS;TRINDADE;GLP;19;R$/13kg;84,573;3,263;77,99;90;-;0,039
18/04/2021;24/04/2021;SUL;SANTA CATARINA;TUBARAO;GLP;1;R$/13kg;80;0;80;80;-;0
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;TUPA;GLP;1;R$/13kg;85;0;85;85;-;0
18/04/2021;24/04/2021;SUDESTE;MINAS GERAIS;UBA;GLP;6;R$/13kg;87,833;4,167;83;94;-;0,047
18/04/2021;24/04/2021;SUDESTE;MINAS GERAIS;UBERABA;GLP;9;R$/13kg;86,667;5,59;80;95;-;0,065
18/04/2021;24/04/2021;SUDESTE;MINAS GERAIS;UBERLANDIA;GLP;19;R$/13kg;89,578;3,501;80;95;-;0,039
18/04/2021;24/04/2021;SUL;PARANA;UMUARAMA;GLP;9;R$/13kg;94,167;0,25;94;94,5;-;0,003
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;VALINHOS;GLP;5;R$/13kg;77,892;3,785;73,99;82,5;-;0,049
18/04/2021;24/04/2021;CENTRO OESTE;MATO GROSSO;VARZEA GRANDE;GLP;9;R$/13kg;104,554;5,638;96;110;-;0,054
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;VARZEA PAULISTA;GLP;6;R$/13kg;84,832;2,226;81;87,99;-;0,026
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;VIAMAO;GLP;14;R$/13kg;83,699;3,747;79;89;-;0,045
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;VINHEDO;GLP;4;R$/13kg;85,723;2,869;82;89;-;0,033
18/04/2021;24/04/2021;SUDESTE;ESPIRITO SANTO;VITORIA;GLP;6;R$/13kg;84,167;2,041;80;85;-;0,024
18/04/2021;24/04/2021;NORDESTE;PERNAMBUCO;VITORIA DE SANTO ANTAO;GLP;10;R$/13kg;75;0;75;75;-;0
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;ARACATUBA;GNV;1;R$/m³;3,399;0;3,399;3,399;-;0
18/04/2021;24/04/2021;SUL;SANTA CATARINA;ARARANGUA;GNV;2;R$/m³;3,399;0;3,399;3,399;-;0
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;ARARUAMA;GNV;1;R$/m³;4,359;0;4,359;4,359;-;0
18/04/2021;24/04/2021;SUL;SANTA CATARINA;BALNEARIO CAMBORIU;GNV;1;R$/m³;3,349;0;3,349;3,349;-;0
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;BARRA DO PIRAI;GNV;1;R$/m³;3,889;0;3,889;3,889;-;0
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;BAURU;GNV;2;R$/m³;3,77;0;3,77;3,77;-;0
18/04/2021;24/04/2021;NORDESTE;PARAIBA;BAYEUX;GNV;3;R$/m³;3,353;0,047;3,299;3,38;-;0,014
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;BELFORD ROXO;GNV;4;R$/m³;3,024;0,05;2,999;3,099;-;0,017
18/04/2021;24/04/2021;SUDESTE;MINAS GERAIS;BELO HORIZONTE;GNV;1;R$/m³;3,399;0;3,399;3,399;-;0
18/04/2021;24/04/2021;SUL;SANTA CATARINA;BLUMENAU;GNV;2;R$/m³;3,399;0;3,399;3,399;-;0
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;CABO FRIO;GNV;4;R$/m³;3,694;0,007;3,686;3,699;-;0,002
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;CACAPAVA;GNV;1;R$/m³;3,349;0;3,349;3,349;-;0
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;CACHOEIRINHA;GNV;4;R$/m³;4,334;0,075;4,269;4,399;-;0,017
18/04/2021;24/04/2021;NORDESTE;BAHIA;CAMACARI;GNV;2;R$/m³;3,19;0;3,19;3,19;-;0
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;CAMPINAS;GNV;4;R$/m³;3,081;0,013;3,07;3,099;-;0,004
18/04/2021;24/04/2021;CENTRO OESTE;MATO GROSSO DO SUL;CAMPO GRANDE;GNV;1;R$/m³;3,499;0;3,499;3,499;-;0
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;CANOAS;GNV;3;R$/m³;4,266;0,231;3,999;4,399;-;0,054
18/04/2021;24/04/2021;SUDESTE;ESPIRITO SANTO;CARIACICA;GNV;2;R$/m³;3,295;0,006;3,29;3,299;-;0,002
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;CAXIAS DO SUL;GNV;2;R$/m³;4,299;0,071;4,249;4,349;-;0,016
18/04/2021;24/04/2021;SUL;SANTA CATARINA;CRICIUMA;GNV;3;R$/m³;3,399;0,001;3,398;3,399;-;0
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;CRUZEIRO;GNV;1;R$/m³;3,58;0;3,58;3,58;-;0
18/04/2021;24/04/2021;CENTRO OESTE;MATO GROSSO;CUIABA;GNV;2;R$/m³;2,824;0,106;2,749;2,899;-;0,038
18/04/2021;24/04/2021;SUL;PARANA;CURITIBA;GNV;3;R$/m³;3,332;0,231;3,199;3,599;-;0,069
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;DUQUE DE CAXIAS;GNV;11;R$/m³;3,298;0,077;3,199;3,399;-;0,023
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;ESTEIO;GNV;2;R$/m³;4,269;0;4,269;4,269;-;0
18/04/2021;24/04/2021;NORDESTE;BAHIA;FEIRA DE SANTANA;GNV;3;R$/m³;3,093;0,005;3,09;3,099;-;0,002
18/04/2021;24/04/2021;SUL;SANTA CATARINA;FLORIANOPOLIS;GNV;4;R$/m³;3,524;0,05;3,499;3,599;-;0,014
18/04/2021;24/04/2021;NORDESTE;CEARA;FORTALEZA;GNV;16;R$/m³;3,712;0,089;3,59;3,799;-;0,024
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;GUARULHOS;GNV;4;R$/m³;2,974;0,05;2,899;2,999;-;0,017
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;HORTOLANDIA;GNV;2;R$/m³;3,179;0;3,179;3,179;-;0
18/04/2021;24/04/2021;NORDESTE;PERNAMBUCO;IGARASSU;GNV;3;R$/m³;2,969;0;2,969;2,969;-;0
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;INDAIATUBA;GNV;1;R$/m³;3,797;0;3,797;3,797;-;0
18/04/2021;24/04/2021;SUDESTE;MINAS GERAIS;IPATINGA;GNV;1;R$/m³;3,916;0;3,916;3,916;-;0
18/04/2021;24/04/2021;SUL;SANTA CATARINA;ITAJAI;GNV;2;R$/m³;3,399;0;3,399;3,399;-;0
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;ITATIBA;GNV;1;R$/m³;2,949;0;2,949;2,949;-;0
18/04/2021;24/04/2021;NORDESTE;PERNAMBUCO;JABOATAO DOS GUARARAPES;GNV;4;R$/m³;2,962;0,005;2,96;2,969;-;0,002
18/04/2021;24/04/2021;NORDESTE;PARAIBA;JOAO PESSOA;GNV;3;R$/m³;3,306;0,064;3,269;3,38;-;0,019
18/04/2021;24/04/2021;SUDESTE;MINAS GERAIS;JUIZ DE FORA;GNV;3;R$/m³;3,649;0,341;3,259;3,89;-;0,093
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;JUNDIAI;GNV;2;R$/m³;3,099;0;3,099;3,099;-;0
18/04/2021;24/04/2021;SUL;SANTA CATARINA;LAGUNA;GNV;1;R$/m³;3,399;0;3,399;3,399;-;0
18/04/2021;24/04/2021;SUDESTE;ESPIRITO SANTO;LINHARES;GNV;1;R$/m³;3,59;0;3,59;3,59;-;0
18/04/2021;24/04/2021;NORDESTE;ALAGOAS;MACEIO;GNV;8;R$/m³;3,14;0,096;3,08;3,299;-;0,031
18/04/2021;24/04/2021;NORTE;AMAZONAS;MANAUS;GNV;1;R$/m³;3,66;0;3,66;3,66;-;0
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;MARICA;GNV;2;R$/m³;4,374;0,035;4,349;4,399;-;0,008
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;MATAO;GNV;1;R$/m³;3,729;0;3,729;3,729;-;0
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;MAUA;GNV;1;R$/m³;3,299;0;3,299;3,299;-;0
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;MOGI DAS CRUZES;GNV;1;R$/m³;3,199;0;3,199;3,199;-;0
18/04/2021;24/04/2021;NORDESTE;RIO GRANDE DO NORTE;NATAL;GNV;4;R$/m³;3,55;0,058;3,49;3,599;-;0,016
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;NITEROI;GNV;9;R$/m³;2,993;0,017;2,949;2,999;-;0,006
18/04/2021;24/04/2021;NORDESTE;SERGIPE;NOSSA SENHORA DO SOCORRO;GNV;3;R$/m³;3,196;0,005;3,19;3,199;-;0,002
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;NOVA IGUACU;GNV;4;R$/m³;3,247;0,061;3,189;3,299;-;0,019
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;NOVO HAMBURGO;GNV;1;R$/m³;4,499;0;4,499;4,499;-;0
18/04/2021;24/04/2021;SUL;SANTA CATARINA;PALHOCA;GNV;3;R$/m³;3,499;0;3,499;3,499;-;0
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;PAULINIA;GNV;1;R$/m³;3,097;0;3,097;3,097;-;0
18/04/2021;24/04/2021;NORDESTE;PERNAMBUCO;PAULISTA;GNV;4;R$/m³;2,969;0;2,969;2,969;-;0
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;PETROPOLIS;GNV;3;R$/m³;3,579;0,001;3,578;3,579;-;0
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;PIRACICABA;GNV;1;R$/m³;3,699;0;3,699;3,699;-;0
18/04/2021;24/04/2021;SUDESTE;MINAS GERAIS;POCOS DE CALDAS;GNV;1;R$/m³;3,697;0;3,697;3,697;-;0
18/04/2021;24/04/2021;SUL;PARANA;PONTA GROSSA;GNV;1;R$/m³;3,499;0;3,499;3,499;-;0
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;PORTO ALEGRE;GNV;7;R$/m³;4,388;0,02;4,349;4,399;-;0,005
18/04/2021;24/04/2021;NORDESTE;PERNAMBUCO;RECIFE;GNV;5;R$/m³;2,969;0;2,969;2,969;-;0
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;RESENDE;GNV;5;R$/m³;3,165;0,013;3,15;3,18;-;0,004
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;RIBEIRAO PRETO;GNV;1;R$/m³;3,46;0;3,46;3,46;-;0
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;RIO BONITO;GNV;1;R$/m³;4,159;0;4,159;4,159;-;0
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;RIO DE JANEIRO;GNV;46;R$/m³;3,106;0,142;2,779;3,399;-;0,046
18/04/2021;24/04/2021;NORDESTE;BAHIA;SALVADOR;GNV;8;R$/m³;2,995;0,125;2,85;3,19;-;0,042
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;SANTO ANDRE;GNV;3;R$/m³;3,182;0,202;2,949;3,299;-;0,064
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;SAO CAETANO DO SUL;GNV;2;R$/m³;2,949;0,071;2,899;2,999;-;0,024
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;SAO GONCALO;GNV;6;R$/m³;3,066;0,082;2,999;3,199;-;0,027
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;SAO JOAO DE MERITI;GNV;3;R$/m³;3,129;0,213;2,889;3,298;-;0,068
18/04/2021;24/04/2021;SUL;SANTA CATARINA;SAO JOSE;GNV;7;R$/m³;3,656;0,257;3,499;4,199;-;0,07
18/04/2021;24/04/2021;SUL;PARANA;SAO JOSE DOS PINHAIS;GNV;1;R$/m³;3,299;0;3,299;3,299;-;0
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;SAO LEOPOLDO;GNV;1;R$/m³;4,499;0;4,499;4,499;-;0
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;SAO PAULO;GNV;19;R$/m³;2,966;0,18;2,749;3,299;-;0,061
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;SAQUAREMA;GNV;1;R$/m³;4,399;0;4,399;4,399;-;0
18/04/2021;24/04/2021;SUDESTE;ESPIRITO SANTO;SERRA;GNV;4;R$/m³;3,299;0;3,299;3,299;-;0
18/04/2021;24/04/2021;SUDESTE;MINAS GERAIS;SETE LAGOAS;GNV;1;R$/m³;3,57;0;3,57;3,57;-;0
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;SUZANO;GNV;1;R$/m³;3,159;0;3,159;3,159;-;0
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;TAUBATE;GNV;1;R$/m³;3,349;0;3,349;3,349;-;0
18/04/2021;24/04/2021;SUL;SANTA CATARINA;TUBARAO;GNV;4;R$/m³;3,299;0,082;3,199;3,399;-;0,025
18/04/2021;24/04/2021;SUDESTE;ESPIRITO SANTO;VILA VELHA;GNV;3;R$/m³;3,299;0;3,299;3,299;-;0
18/04/2021;24/04/2021;SUDESTE;ESPIRITO SANTO;VITORIA;GNV;1;R$/m³;3,299;0;3,299;3,299;-;0
18/04/2021;24/04/2021;NORDESTE;PERNAMBUCO;VITORIA DE SANTO ANTAO;GNV;1;R$/m³;2,96;0;2,96;2,96;-;0
18/04/2021;24/04/2021;NORTE;PARA;ALENQUER;OLEO DIESEL;7;R$/l;5,013;0,042;4,98;5,1;-;0,008
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;ALVORADA;OLEO DIESEL;4;R$/l;4,874;0,834;4,099;5,899;-;0,171
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;AMERICANA;OLEO DIESEL;4;R$/l;4,264;0,048;4,197;4,299;-;0,011
18/04/2021;24/04/2021;NORTE;PARA;ANANINDEUA;OLEO DIESEL;1;R$/l;3,95;0;3,95;3,95;-;0
18/04/2021;24/04/2021;SUL;PARANA;APUCARANA;OLEO DIESEL;13;R$/l;4,215;0,088;4,05;4,39;-;0,021
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;ARACATUBA;OLEO DIESEL;13;R$/l;4,276;0,127;4,059;4,499;-;0,03
18/04/2021;24/04/2021;SUDESTE;ESPIRITO SANTO;ARACRUZ;OLEO DIESEL;6;R$/l;3,94;0,122;3,79;4,09;-;0,031
18/04/2021;24/04/2021;NORDESTE;ALAGOAS;ARAPIRACA;OLEO DIESEL;10;R$/l;4,452;0,114;4,29;4,599;-;0,026
18/04/2021;24/04/2021;SUL;PARANA;ARAPONGAS;OLEO DIESEL;7;R$/l;4,15;0,147;3,999;4,299;-;0,036
18/04/2021;24/04/2021;SUL;SANTA CATARINA;ARARANGUA;OLEO DIESEL;7;R$/l;4,013;0,063;3,898;4,099;-;0,016
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;ARARAQUARA;OLEO DIESEL;8;R$/l;4,165;0,165;3,999;4,549;-;0,04
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;ARARAS;OLEO DIESEL;8;R$/l;4,156;0,073;4,096;4,299;-;0,018
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;ARARUAMA;OLEO DIESEL;5;R$/l;4,179;0,137;4,029;4,299;-;0,033
18/04/2021;24/04/2021;SUDESTE;MINAS GERAIS;ARAXA;OLEO DIESEL;7;R$/l;4,306;0,109;4,199;4,448;-;0,025
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;ASSIS;OLEO DIESEL;6;R$/l;4,261;0,179;4,059;4,499;-;0,042
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;ATIBAIA;OLEO DIESEL;8;R$/l;4,275;0,225;3,997;4,598;-;0,053
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;BAGE;OLEO DIESEL;8;R$/l;4,605;0,145;4,449;4,839;-;0,032
18/04/2021;24/04/2021;SUL;SANTA CATARINA;BALNEARIO CAMBORIU;OLEO DIESEL;4;R$/l;4,024;0,05;3,999;4,099;-;0,012
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;BARRA DO PIRAI;OLEO DIESEL;3;R$/l;4,312;0,273;3,999;4,499;-;0,063
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;BARRETOS;OLEO DIESEL;6;R$/l;4,466;0,155;4,299;4,669;-;0,035
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;BAURU;OLEO DIESEL;13;R$/l;4,173;0,155;3,95;4,49;-;0,037
18/04/2021;24/04/2021;NORDESTE;PARAIBA;BAYEUX;OLEO DIESEL;5;R$/l;4,185;0,111;3,99;4,25;-;0,027
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;BEBEDOURO;OLEO DIESEL;6;R$/l;4,081;0,073;3,949;4,159;-;0,018
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;BELFORD ROXO;OLEO DIESEL;3;R$/l;4,199;0,1;4,099;4,299;-;0,024
18/04/2021;24/04/2021;SUDESTE;MINAS GERAIS;BELO HORIZONTE;OLEO DIESEL;4;R$/l;4,362;0,096;4,295;4,499;-;0,022
18/04/2021;24/04/2021;SUDESTE;MINAS GERAIS;BETIM;OLEO DIESEL;4;R$/l;4,151;0,064;4,059;4,199;-;0,015
18/04/2021;24/04/2021;SUL;SANTA CATARINA;BIGUACU;OLEO DIESEL;3;R$/l;4,252;0,093;4,198;4,359;-;0,022
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;BIRIGUI;OLEO DIESEL;10;R$/l;4,175;0,118;3,969;4,359;-;0,028
18/04/2021;24/04/2021;SUL;SANTA CATARINA;BLUMENAU;OLEO DIESEL;10;R$/l;4,3;0,323;3,839;4,639;-;0,075
18/04/2021;24/04/2021;NORTE;RORAIMA;BOA VISTA;OLEO DIESEL;1;R$/l;4,56;0;4,56;4,56;-;0
18/04/2021;24/04/2021;CENTRO OESTE;DISTRITO FEDERAL;BRASILIA;OLEO DIESEL;26;R$/l;4,281;0,107;4,059;4,499;-;0,025
18/04/2021;24/04/2021;NORDESTE;BAHIA;BRUMADO;OLEO DIESEL;5;R$/l;4,183;0,135;4,06;4,349;-;0,032
18/04/2021;24/04/2021;NORDESTE;PARAIBA;CABEDELO;OLEO DIESEL;5;R$/l;4,231;0,045;4,179;4,28;-;0,011
18/04/2021;24/04/2021;SUDESTE;RIO DE JANEIRO;CABO FRIO;OLEO DIESEL;2;R$/l;4,464;0,093;4,398;4,529;-;0,021
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;CACAPAVA;OLEO DIESEL;3;R$/l;4,059;0,216;3,879;4,299;-;0,053
18/04/2021;24/04/2021;CENTRO OESTE;MATO GROSSO;CACERES;OLEO DIESEL;2;R$/l;4,405;0,12;4,32;4,49;-;0,027
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;CACHOEIRINHA;OLEO DIESEL;5;R$/l;3,933;0,059;3,849;3,999;-;0,015
18/04/2021;24/04/2021;NORTE;RONDONIA;CACOAL;OLEO DIESEL;8;R$/l;4,524;0,123;4,36;4,63;-;0,027
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;CAMPINAS;OLEO DIESEL;21;R$/l;4,093;0,212;3,799;4,729;-;0,052
18/04/2021;24/04/2021;CENTRO OESTE;MATO GROSSO DO SUL;CAMPO GRANDE;OLEO DIESEL;28;R$/l;4,125;0,094;3,959;4,289;-;0,023
18/04/2021;24/04/2021;SUL;PARANA;CAMPO MOURAO;OLEO DIESEL;3;R$/l;4,09;0,1;3,99;4,19;-;0,024
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;CANOAS;OLEO DIESEL;10;R$/l;3,973;0,106;3,839;4,149;-;0,027
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;CARAGUATATUBA;OLEO DIESEL;6;R$/l;4,382;0,165;4,157;4,539;-;0,038
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;CARAPICUIBA;OLEO DIESEL;2;R$/l;4,299;0;4,299;4,299;-;0
18/04/2021;24/04/2021;SUDESTE;ESPIRITO SANTO;CARIACICA;OLEO DIESEL;3;R$/l;3,957;0,031;3,93;3,99;-;0,008
18/04/2021;24/04/2021;SUL;PARANA;CASCAVEL;OLEO DIESEL;9;R$/l;4,019;0,163;3,85;4,37;-;0,041
18/04/2021;24/04/2021;SUL;PARANA;CASTRO;OLEO DIESEL;3;R$/l;4,163;0,021;4,139;4,179;-;0,005
18/04/2021;24/04/2021;NORDESTE;CEARA;CAUCAIA;OLEO DIESEL;4;R$/l;4,319;0,218;3,999;4,489;-;0,051
18/04/2021;24/04/2021;SUL;RIO GRANDE DO SUL;CAXIAS DO SUL;OLEO DIESEL;11;R$/l;4,137;0,099;3,979;4,299;-;0,024
18/04/2021;24/04/2021;SUL;PARANA;COLOMBO;OLEO DIESEL;6;R$/l;3,958;0,049;3,899;3,999;-;0,012
18/04/2021;24/04/2021;SUDESTE;MINAS GERAIS;CONSELHEIRO LAFAIETE;OLEO DIESEL;2;R$/l;4,414;0,204;4,269;4,558;-;0,046
18/04/2021;24/04/2021;SUDESTE;MINAS GERAIS;CONTAGEM;OLEO DIESEL;10;R$/l;4,19;0,128;4,09;4,469;-;0,031
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;COSMOPOLIS;OLEO DIESEL;5;R$/l;4,095;0,119;3,999;4,299;-;0,029
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;COTIA;OLEO DIESEL;5;R$/l;4,212;0,128;3,995;4,299;-;0,03
18/04/2021;24/04/2021;NORDESTE;CEARA;CRATO;OLEO DIESEL;2;R$/l;4,37;0,112;4,29;4,449;-;0,026
18/04/2021;24/04/2021;SUL;SANTA CATARINA;CRICIUMA;OLEO DIESEL;8;R$/l;4,019;0,157;3,759;4,209;-;0,039
18/04/2021;24/04/2021;SUDESTE;SAO PAULO;CRUZEIRO;OLEO DIESEL;1;R$/l;4,29;0;4,29;4,29;-;0
18/04/2021;24/04/2021;NORTE;ACRE;CRUZEIRO DO SUL;OLEO DIESEL;10;R$/l;5,741;0,019;5,71;5,78;-;0,003
